¡‹¿Œ≈Õ≥›,239340,2023.01.30,18128941.0
¡‹¿Œ≈Õ≥›,239340,2023.01.27,10626163.0
¡‹¿Œ≈Õ≥›,239340,2023.01.26,3049226.0
¡‹¿Œ≈Õ≥›,239340,2023.01.25,9110140.0
¡‹¿Œ≈Õ≥›,239340,2023.01.20,1018273.0
¡‹¿Œ≈Õ≥›,239340,2023.01.19,1614375.0
¡‹¿Œ≈Õ≥›,239340,2023.01.18,3034659.0
¡‹¿Œ≈Õ≥›,239340,2023.01.17,8177779.0
¡‹¿Œ≈Õ≥›,239340,2023.01.16,25920955.0
¡‹¿Œ≈Õ≥›,239340,2023.01.13,31921825.0
¡‹¿Œ≈Õ≥›,239340,2023.01.12,4807764.0
¡‹¿Œ≈Õ≥›,239340,2023.01.11,4116811.0
¡‹¿Œ≈Õ≥›,239340,2023.01.10,1668705.0
¡‹¿Œ≈Õ≥›,239340,2023.01.09,10750414.0
¡‹¿Œ≈Õ≥›,239340,2023.01.06,1384045.0
¡‹¿Œ≈Õ≥›,239340,2023.01.05,799002.0
¡‹¿Œ≈Õ≥›,239340,2023.01.04,1578330.0
¡‹¿Œ≈Õ≥›,239340,2023.01.03,356806.0
¡‹¿Œ≈Õ≥›,239340,2023.01.02,270440.0
¡‹¿Œ≈Õ≥›,239340,2022.12.29,196483.0
¡‹¿Œ≈Õ≥›,239340,2022.12.28,309355.0
¡‹¿Œ≈Õ≥›,239340,2022.12.27,575587.0
¡‹¿Œ≈Õ≥›,239340,2022.12.26,607833.0
¡‹¿Œ≈Õ≥›,239340,2022.12.23,896320.0
¡‹¿Œ≈Õ≥›,239340,2022.12.22,8884814.0
¡‹¿Œ≈Õ≥›,239340,2022.12.21,247348.0
¡‹¿Œ≈Õ≥›,239340,2022.12.20,1481645.0
¡‹¿Œ≈Õ≥›,239340,2022.12.19,1717763.0
¡‹¿Œ≈Õ≥›,239340,2022.12.16,89573.0
¡‹¿Œ≈Õ≥›,239340,2022.12.15,107608.0
¡‹¿Œ≈Õ≥›,239340,2022.12.14,139684.0
¡‹¿Œ≈Õ≥›,239340,2022.12.13,72793.0
¡‹¿Œ≈Õ≥›,239340,2022.12.12,75751.0
¡‹¿Œ≈Õ≥›,239340,2022.12.09,53601.0
¡‹¿Œ≈Õ≥›,239340,2022.12.08,66746.0
¡‹¿Œ≈Õ≥›,239340,2022.12.07,85536.0
¡‹¿Œ≈Õ≥›,239340,2022.12.06,124740.0
¡‹¿Œ≈Õ≥›,239340,2022.12.05,179654.0
¡‹¿Œ≈Õ≥›,239340,2022.12.02,165645.0
¡‹¿Œ≈Õ≥›,239340,2022.12.01,824381.0
¡‹¿Œ≈Õ≥›,239340,2022.11.30,163515.0
¡‹¿Œ≈Õ≥›,239340,2022.11.29,76859.0
¡‹¿Œ≈Õ≥›,239340,2022.11.28,158755.0
¡‹¿Œ≈Õ≥›,239340,2022.11.25,105352.0
